method,target_scope,chart_id,field,correct,error_type,comparison_policy,pred_compact,target_compact
A1,Q4_not_applicable,KAMW_R13,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KAMW_R13,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":313.3,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KAMW_R19,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":193.6,""type"":""course_deg""}}"
A1,Q4_direct,KAMW_R19,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KAMW_R19,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KAMW_R19,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KAMW_R19,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":13.5,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KANB_R05,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":52.4,""type"":""course_deg""}}"
A1,Q4_direct,KANB_R05,leg_2.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q4_angle,KANB_R05,leg_3.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":209.8,""type"":""course_deg""}}"
A1,Q5_hold_other,KANB_R05,leg_3.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_angle,KANB_R05,leg_4.Q4_course_or_radial,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""course_deg"":299.7,""type"":""course_deg""}}"
A1,Q4_not_applicable,KANB_R05,leg_5.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KANB_R05,leg_5.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":52.3,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""LEFT""}}"
A1,Q4_angle,KANB_R23,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":232.5,""type"":""course_deg""}}"
A1,Q5_hold_other,KANB_R23,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_direct,KANB_R23,leg_2.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q4_not_applicable,KANB_R23,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KANB_R23,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":52.3,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""LEFT""}}"
A1,Q4_angle,KANJ_R14,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":142.8,""type"":""course_deg""}}"
A1,Q4_direct,KANJ_R14,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KANJ_R14,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_angle,KANJ_R14,leg_3.Q4_course_or_radial,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""course_deg"":146.7,""type"":""course_deg""}}"
A1,Q4_not_applicable,KANJ_R14,leg_4.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KANJ_R14,leg_4.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":129.3,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KANJ_R32,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":322.9,""type"":""course_deg""}}"
A1,Q4_direct,KANJ_R32,leg_2.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q4_not_applicable,KANJ_R32,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KANJ_R32,leg_3.Q5_hold_params,False,missing_inbound_course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":142.7,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KANP_RNV-A,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":297.6,""type"":""course_deg""}}"
A1,Q5_hold_other,KANP_RNV-A,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_direct,KANP_RNV-A,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KANP_RNV-A,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":25.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KANP_RNV-A,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KANP_RNV-A,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":297.7,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""LEFT""}}"
A1,Q4_angle,KANQ_R05,leg_1.Q4_course_or_radial,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""course_deg"":52.0,""type"":""course_deg""}}"
A1,Q4_direct,KANQ_R05,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KANQ_R05,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KANQ_R05,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KANQ_R05,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":232.2,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KANQ_R23,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":232.1,""type"":""course_deg""}}"
A1,Q4_direct,KANQ_R23,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KANQ_R23,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KANQ_R23,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KANQ_R23,leg_3.Q5_hold_params,False,missing_inbound_course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":51.9,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KANW_R13,leg_1.Q4_course_or_radial,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""course_deg"":128.3,""type"":""course_deg""}}"
A1,Q4_direct,KANW_R13,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KANW_R13,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KANW_R13,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KANW_R13,leg_3.Q5_hold_params,False,missing_inbound_course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":308.5,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KANW_R17,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":173.3,""type"":""course_deg""}}"
A1,Q4_direct,KANW_R17,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KANW_R17,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KANW_R17,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KANW_R17,leg_3.Q5_hold_params,False,missing_inbound_course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":353.3,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KANW_R31,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":308.4,""type"":""course_deg""}}"
A1,Q5_hold_other,KANW_R31,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_direct,KANW_R31,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KANW_R31,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KANW_R31,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KANW_R31,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":128.2,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KAOO_R03-Z,leg_1.Q4_course_or_radial,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""course_deg"":26.0,""type"":""course_deg""}}"
A1,Q4_direct,KAOO_R03-Z,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KAOO_R03-Z,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KAOO_R03-Z,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KAOO_R03-Z,leg_4.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KAOO_R03-Z,leg_4.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":220.1,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KAOO_R21,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":206.0,""type"":""course_deg""}}"
A1,Q4_direct,KAOO_R21,leg_2.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q4_not_applicable,KAOO_R21,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_other,KAOO_R21,leg_3.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KAOO_R21,leg_4.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KAOO_R21,leg_4.Q5_hold_params,False,missing_inbound_course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":40.9,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KAOV_R13,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":135.3,""type"":""course_deg""}}"
A1,Q5_hold_other,KAOV_R13,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
